unix,date,symbol,open,high,low,close
1693573200,01.09.23 13:00,MATIC/USD,0.54976,0.54977,0.54481,0.54646
1693569600,01.09.23 12:00,MATIC/USD,0.5512,0.55136,0.54881,0.54881
1693566000,01.09.23 11:00,MATIC/USD,0.54729,0.55032,0.54679,0.55009
1693562400,01.09.23 10:00,MATIC/USD,0.54835,0.54862,0.54773,0.54773
1693558800,01.09.23 09:00,MATIC/USD,0.54809,0.54908,0.54809,0.54908
1693555200,01.09.23 08:00,MATIC/USD,0.54706,0.54798,0.54706,0.54798
1693551600,01.09.23 07:00,MATIC/USD,0.54708,0.5472,0.54708,0.5472
1693548000,01.09.23 06:00,MATIC/USD,0.55078,0.5516,0.55012,0.5504
1693544400,01.09.23 05:00,MATIC/USD,0.54988,0.54988,0.54988,0.54988
1693540800,01.09.23 04:00,MATIC/USD,0.55106,0.55129,0.55098,0.55129
1693537200,01.09.23 03:00,MATIC/USD,0.55118,0.55156,0.55009,0.55156
1693533600,01.09.23 02:00,MATIC/USD,0.55202,0.5523,0.55123,0.55123
1693530000,01.09.23 01:00,MATIC/USD,0.55222,0.55307,0.55149,0.55198
1693526400,01.09.23 00:00,MATIC/USD,0.54875,0.55392,0.54794,0.5534
1693522800,31.08.23 23:00,MATIC/USD,0.54948,0.54978,0.54781,0.54963
1693519200,31.08.23 22:00,MATIC/USD,0.54791,0.54855,0.54727,0.54844
1693515600,31.08.23 21:00,MATIC/USD,0.54828,0.54898,0.54367,0.54828
1693512000,31.08.23 20:00,MATIC/USD,0.54863,0.55,0.54762,0.54762
1693508400,31.08.23 19:00,MATIC/USD,0.551,0.5518,0.54604,0.54955
1693504800,31.08.23 18:00,MATIC/USD,0.55425,0.5546,0.55081,0.55081
1693501200,31.08.23 17:00,MATIC/USD,0.54976,0.55399,0.5425,0.55315
1693497600,31.08.23 16:00,MATIC/USD,0.56572,0.56673,0.55493,0.55504
1693494000,31.08.23 15:00,MATIC/USD,0.57504,0.57528,0.56404,0.56768
1693490400,31.08.23 14:00,MATIC/USD,0.5752,0.5753,0.57141,0.57391
1693486800,31.08.23 13:00,MATIC/USD,0.57703,0.57742,0.57392,0.57392
1693483200,31.08.23 12:00,MATIC/USD,0.58115,0.5815,0.5773,0.57875
1693479600,31.08.23 11:00,MATIC/USD,0.5843,0.58747,0.5843,0.58433
1693476000,31.08.23 10:00,MATIC/USD,0.58067,0.58281,0.58067,0.58249
1693472400,31.08.23 09:00,MATIC/USD,0.58085,0.58085,0.58009,0.58019
1693468800,31.08.23 08:00,MATIC/USD,0.58004,0.58004,0.57991,0.57991
1693465200,31.08.23 07:00,MATIC/USD,0.5798,0.58015,0.5798,0.58015
1693461600,31.08.23 06:00,MATIC/USD,0.5783,0.5783,0.5783,0.5783
1693458000,31.08.23 05:00,MATIC/USD,0.5805,0.5805,0.5794,0.5794
1693454400,31.08.23 04:00,MATIC/USD,0.57768,0.58055,0.57768,0.5794
1693450800,31.08.23 03:00,MATIC/USD,0.57598,0.57598,0.5754,0.57568
1693447200,31.08.23 02:00,MATIC/USD,0.57385,0.57429,0.57385,0.57429
1693443600,31.08.23 01:00,MATIC/USD,0.5708,0.57418,0.5708,0.5723
1693440000,31.08.23 00:00,MATIC/USD,0.57488,0.57488,0.57238,0.57254
1693436400,30.08.23 23:00,MATIC/USD,0.57529,0.57569,0.57513,0.57547
1693432800,30.08.23 22:00,MATIC/USD,0.57372,0.57499,0.57252,0.57499
1693429200,30.08.23 21:00,MATIC/USD,0.57459,0.57464,0.57251,0.5734
1693425600,30.08.23 20:00,MATIC/USD,0.57098,0.574,0.57098,0.574
1693422000,30.08.23 19:00,MATIC/USD,0.56911,0.5702,0.56828,0.56991
1693418400,30.08.23 18:00,MATIC/USD,0.56919,0.56954,0.56794,0.56954
1693414800,30.08.23 17:00,MATIC/USD,0.56898,0.57183,0.56898,0.56969
1693411200,30.08.23 16:00,MATIC/USD,0.57082,0.57135,0.56931,0.56933
1693407600,30.08.23 15:00,MATIC/USD,0.56953,0.57291,0.56837,0.57108
1693404000,30.08.23 14:00,MATIC/USD,0.57593,0.57794,0.56797,0.57054
1693400400,30.08.23 13:00,MATIC/USD,0.57557,0.57806,0.57257,0.57513
1693396800,30.08.23 12:00,MATIC/USD,0.57684,0.57719,0.57462,0.57477
1693393200,30.08.23 11:00,MATIC/USD,0.5799,0.58013,0.57755,0.57788
1693389600,30.08.23 10:00,MATIC/USD,0.57998,0.58069,0.57966,0.58039
1693386000,30.08.23 09:00,MATIC/USD,0.57922,0.58047,0.5776,0.58047
1693382400,30.08.23 08:00,MATIC/USD,0.58082,0.58082,0.58082,0.58082
1693378800,30.08.23 07:00,MATIC/USD,0.58135,0.58278,0.58121,0.58247
1693375200,30.08.23 06:00,MATIC/USD,0.58195,0.58197,0.58073,0.58073
1693371600,30.08.23 05:00,MATIC/USD,0.58445,0.58445,0.58445,0.58445
1693368000,30.08.23 04:00,MATIC/USD,0.58582,0.58582,0.58582,0.58582
1693364400,30.08.23 03:00,MATIC/USD,0.58554,0.58554,0.5839,0.58493
